,id,carga,latitud,longitud,LLUVIA,mes,cluster,carga_cluster,hora_ok_08:30,hora_ok_08:45,hora_ok_09:00,hora_ok_09:15,hora_ok_09:30,DIA_OK_jueves,DIA_OK_lunes,DIA_OK_martes,DIA_OK_miercoles,DIA_OK_viernes,Semana_mes_1,Semana_mes_2,Semana_mes_3,Semana_mes_4,Semana_mes_5,tipo_via_carga_alta,tipo_via_carga_baja,tipo_via_carga_media,tipo_via_carga_muy_alta,carga_final
1651,5316,29.0,40.37512877461489,-3.7768139876212903,0.0,3.0,70.0,23.217391304347824,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,29.0
1652,5317,24.0,40.378581809881894,-3.78414281432141,0.0,3.0,217.0,21.50233523611832,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,22.0
1653,4759,19.0,40.4014532104596,-3.74475720746746,0.0,3.0,81.0,17.271769511932916,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,13.0
1654,7114,19.0,40.4567029245743,-3.70427642444499,0.0,3.0,195.0,27.268290924817993,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,10.0
1655,6455,53.0,40.4117916196274,-3.6544321963968502,0.0,3.0,146.0,38.508534522528066,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,52.0
1656,3643,24.0,40.4793528728883,-3.72480522881483,0.0,3.0,175.0,26.149963244302867,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,24.0
1657,4429,53.0,40.4330436357305,-3.6895523551356297,0.0,3.0,251.0,50.763701371471264,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,52.0
1658,5771,1.0,40.439770094379504,-3.72544409266657,0.0,3.0,25.0,19.276871880199668,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,2.0
1659,3840,14.0,40.4305018691825,-3.6883232754856,0.0,3.0,143.0,45.04784580498866,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,4.0
1660,3646,73.0,40.4168828382879,-3.62488812733115,0.0,3.0,13.0,41.34683088363446,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,65.0
1661,3633,12.0,40.3854758993435,-3.71633686430816,0.0,3.0,38.0,31.513217487753028,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,10.0
1662,3637,21.0,40.398899194763395,-3.7652808843515,0.0,3.0,202.0,38.44647532240861,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,17.0
1663,4432,42.0,40.4321945793769,-3.69170125789642,0.0,3.0,251.0,50.763701371471264,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,38.0
1664,6693,56.0,40.4502638614798,-3.74183386574573,0.0,3.0,230.0,74.60265486725663,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,61.0
1665,6761,73.0,40.38360938302979,-3.6833967544171,0.0,3.0,229.0,40.129180575675505,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,64.0
1666,6869,0.0,40.394077322889,-3.70213414833184,0.0,3.0,266.0,22.13970542731605,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0.0
1667,6390,18.0,40.4369089438094,-3.6131615856237995,0.0,3.0,172.0,30.60261062982908,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,15.0
1668,5667,13.0,40.4575176058242,-3.69775121743523,0.0,3.0,57.0,28.73142304696941,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,11.0
1669,4179,32.0,40.4040365294859,-3.69648689128354,0.0,3.0,165.0,40.66670646528566,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,28.0
1670,6207,30.0,40.407561362454,-3.60454368477071,0.0,3.0,47.0,27.43181035472391,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,29.0
1671,5000,22.0,40.368985930060205,-3.71561209224964,0.0,3.0,59.0,26.431190150478795,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,20.0
1672,4795,44.0,40.3799707555563,-3.69624139695145,0.0,3.0,294.0,18.144740209879703,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,45.0
1673,3878,2.0,40.421078383439294,-3.6625106492526602,0.0,3.0,122.0,51.88225229429149,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,18.0
1674,6567,42.0,40.4943305683753,-3.68753993460446,0.0,3.0,10.0,31.18770756124561,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,49.0
1675,3650,50.0,40.420329099323205,-3.7177685432424505,0.0,3.0,99.0,14.137374187794624,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,47.0
1676,3626,24.0,40.4588082366233,-3.77904696211401,0.0,3.0,6.0,29.936754341517343,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,24.0
1677,6493,22.0,40.4268912093735,-3.62518989382743,0.0,3.0,187.0,41.23132688927944,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,24.0
1678,6568,55.0,40.4922700910355,-3.68670452979932,0.0,3.0,10.0,31.18770756124561,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,51.0
1679,4391,60.0,40.429571626513294,-3.7123686374504103,0.0,3.0,48.0,46.557100230571,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,61.0
1680,5283,42.0,40.3948208865422,-3.7206960727802096,0.0,3.0,289.0,30.787371873718737,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,46.0
1681,5175,23.0,40.3952054944221,-3.77306508206637,0.0,3.0,255.0,46.88597799077032,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,25.0
1682,4722,25.0,40.47210970757,-3.72026667884086,0.0,3.0,1.0,32.04992112832885,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,23.0
1683,4723,36.0,40.472200369072205,-3.72050877091579,0.0,3.0,1.0,32.04992112832885,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,43.0
1684,4180,53.0,40.4010221466481,-3.69839251982061,0.0,3.0,226.0,45.37474130794702,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,53.0
1685,4459,37.0,40.4425365484343,-3.6948319009515296,0.0,3.0,18.0,56.69453424554545,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,29.0
1686,6870,0.0,40.394231192849205,-3.70196825202256,0.0,3.0,266.0,22.13970542731605,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0.0
1687,4896,11.0,40.3870204936095,-3.76115109489497,0.0,3.0,124.0,20.098595114542462,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,7.0
1688,6350,36.0,40.463292402514895,-3.5879210832312993,0.0,3.0,223.0,47.21697857336588,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,41.0
1689,6351,58.0,40.4618258505434,-3.5895464361056604,0.0,3.0,72.0,44.529467381027416,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,52.0
1690,5700,48.0,40.4518163705813,-3.7032120474853505,0.0,3.0,19.0,39.41994348952201,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,46.0
1691,9841,39.0,40.4724836145478,-3.7274122328944097,0.0,3.0,271.0,39.654078153684765,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,30.0
1692,5282,37.0,40.3962766561847,-3.71514044978911,0.0,3.0,125.0,17.096616672479943,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,34.0
1693,6494,70.0,40.4260232775014,-3.6253909044356902,0.0,3.0,187.0,41.23132688927944,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,58.0
1694,5882,19.0,40.48057103632021,-3.72407452173517,0.0,3.0,175.0,26.149963244302867,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,19.0
1695,5351,64.0,40.3613891850095,-3.68398695045089,0.0,3.0,8.0,33.67546095038225,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,54.0
1696,6599,25.0,40.5050705505925,-3.66462794566807,0.0,3.0,67.0,22.90714285714286,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,25.0
1697,5851,48.0,40.3854137340411,-3.63338712743838,0.0,3.0,158.0,51.24855288545869,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,48.0
1698,5109,13.0,40.386757338574704,-3.74237051149339,0.0,3.0,56.0,25.296780354706684,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,21.0
1699,4828,15.0,40.360872222154704,-3.694653428637,0.0,3.0,157.0,21.574921885613367,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,14.0
1700,4613,68.0,40.476365280186,-3.68457376871952,0.0,3.0,169.0,28.71557328605201,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,58.0
1701,5597,45.0,40.4601551876469,-3.6707382729902593,0.0,3.0,214.0,33.871119434040786,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,26.0
1702,5598,61.0,40.456243545199,-3.6717206399883198,0.0,3.0,214.0,33.871119434040786,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,52.0
1703,3638,10.0,40.4532214428537,-3.71309988966634,0.0,3.0,236.0,22.271238125024436,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,7.0
1704,4576,39.0,40.47283642282979,-3.7005855706898902,0.0,3.0,63.0,32.83540770568317,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,27.0
1705,6531,43.0,40.4387700505444,-3.62260045715258,0.0,3.0,178.0,36.32990258131983,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,39.0
1706,6459,24.0,40.4075619660922,-3.6273380342284502,0.0,3.0,76.0,40.4807232306177,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,17.0
1707,4651,50.0,40.4356273243964,-3.67002221724464,0.0,3.0,16.0,31.121328328981722,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,47.0
1708,5536,41.0,40.465588606275794,-3.67943254482477,0.0,3.0,286.0,21.907339449541283,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,36.0
